Date,key,value
2020-09-05T08:00:00.00+05:30,active_cases,846395
2020-09-05T08:00:00.00+05:30,cured,3107223
2020-09-05T08:00:00.00+05:30,death,69561
2020-09-05T08:00:00.00+05:30,total_confirmed_cases,4023179
2020-09-06T08:00:00.00+05:30,active_cases,862320
2020-09-06T08:00:00.00+05:30,cured,3180865
2020-09-06T08:00:00.00+05:30,death,70626
2020-09-06T08:00:00.00+05:30,total_confirmed_cases,4113811
2020-09-07T08:00:00.00+05:30,active_cases,882542
2020-09-07T08:00:00.00+05:30,cured,3250429
2020-09-07T08:00:00.00+05:30,death,71642
2020-09-07T08:00:00.00+05:30,total_confirmed_cases,4204613
2020-09-08T08:00:00.00+05:30,active_cases,883697
2020-09-08T08:00:00.00+05:30,cured,3323950
2020-09-08T08:00:00.00+05:30,death,72775
2020-09-08T08:00:00.00+05:30,total_confirmed_cases,4280422
2020-09-09T08:00:00.00+05:30,active_cases,897394
2020-09-09T08:00:00.00+05:30,cured,3398844
2020-09-09T08:00:00.00+05:30,death,73890
2020-09-09T08:00:00.00+05:30,total_confirmed_cases,4370128
2020-09-10T08:00:00.00+05:30,active_cases,919018
2020-09-10T08:00:00.00+05:30,cured,3471783
2020-09-10T08:00:00.00+05:30,death,75062
2020-09-10T08:00:00.00+05:30,total_confirmed_cases,4465863
2020-09-11T08:00:00.00+05:30,active_cases,943480
2020-09-11T08:00:00.00+05:30,cured,3542663
2020-09-11T08:00:00.00+05:30,death,76271
2020-09-11T08:00:00.00+05:30,total_confirmed_cases,4562414
2020-09-12T08:00:00.00+05:30,active_cases,958316
2020-09-12T08:00:00.00+05:30,cured,3624196
2020-09-12T08:00:00.00+05:30,death,77472
2020-09-12T08:00:00.00+05:30,total_confirmed_cases,4659984
2020-09-13T08:00:00.00+05:30,active_cases,973175
2020-09-13T08:00:00.00+05:30,cured,3702595
2020-09-13T08:00:00.00+05:30,death,78586
2020-09-13T08:00:00.00+05:30,total_confirmed_cases,4754356
2020-09-14T08:00:00.00+05:30,active_cases,986598
2020-09-14T08:00:00.00+05:30,cured,3780107
2020-09-14T08:00:00.00+05:30,death,79722
2020-09-14T08:00:00.00+05:30,total_confirmed_cases,4846427
2020-09-15T08:00:00.00+05:30,active_cases,990061
2020-09-15T08:00:00.00+05:30,cured,3859399
2020-09-15T08:00:00.00+05:30,death,80776
2020-09-15T08:00:00.00+05:30,total_confirmed_cases,4930236
2020-09-16T08:00:00.00+05:30,active_cases,995933
2020-09-16T08:00:00.00+05:30,cured,3942360
2020-09-16T08:00:00.00+05:30,death,82066
2020-09-16T08:00:00.00+05:30,total_confirmed_cases,5020359
2020-09-17T08:00:00.00+05:30,active_cases,1009976
2020-09-17T08:00:00.00+05:30,cured,4025079
2020-09-17T08:00:00.00+05:30,death,83198
2020-09-17T08:00:00.00+05:30,total_confirmed_cases,5118253
2020-09-18T08:00:00.00+05:30,active_cases,1017754
2020-09-18T08:00:00.00+05:30,cured,4112551
2020-09-18T08:00:00.00+05:30,death,84372
2020-09-18T08:00:00.00+05:30,total_confirmed_cases,5214677
2020-09-19T08:00:00.00+05:30,active_cases,1013964
2020-09-19T08:00:00.00+05:30,cured,4208431
2020-09-19T08:00:00.00+05:30,death,85619
2020-09-19T08:00:00.00+05:30,total_confirmed_cases,5308014
2020-09-20T08:00:00.00+05:30,active_cases,1010824
2020-09-20T08:00:00.00+05:30,cured,4303043
2020-09-20T08:00:00.00+05:30,death,86752
2020-09-20T08:00:00.00+05:30,total_confirmed_cases,5400619
2020-09-21T08:00:00.00+05:30,active_cases,1003299
2020-09-21T08:00:00.00+05:30,cured,4396399
2020-09-21T08:00:00.00+05:30,death,87882
2020-09-21T08:00:00.00+05:30,total_confirmed_cases,5487580
2020-09-22T08:00:00.00+05:30,active_cases,975861
2020-09-22T08:00:00.00+05:30,cured,4497867
2020-09-22T08:00:00.00+05:30,death,88935
2020-09-22T08:00:00.00+05:30,total_confirmed_cases,5562663
2020-09-23T08:00:00.00+05:30,active_cases,968377
2020-09-23T08:00:00.00+05:30,cured,4587613
2020-09-23T08:00:00.00+05:30,death,90020
2020-09-23T08:00:00.00+05:30,total_confirmed_cases,5646010
2020-09-24T08:00:00.00+05:30,active_cases,966382
2020-09-24T08:00:00.00+05:30,cured,4674987
2020-09-24T08:00:00.00+05:30,death,91149
2020-09-24T08:00:00.00+05:30,total_confirmed_cases,5732518
2020-09-25T08:00:00.00+05:30,active_cases,970116
2020-09-25T08:00:00.00+05:30,cured,4756164
2020-09-25T08:00:00.00+05:30,death,92290
2020-09-25T08:00:00.00+05:30,total_confirmed_cases,5818570
2020-09-26T08:00:00.00+05:30,active_cases,960969
2020-09-26T08:00:00.00+05:30,cured,4849584
2020-09-26T08:00:00.00+05:30,death,93379
2020-09-26T08:00:00.00+05:30,total_confirmed_cases,5903932
2020-09-27T08:00:00.00+05:30,active_cases,956402
2020-09-27T08:00:00.00+05:30,cured,4941627
2020-09-27T08:00:00.00+05:30,death,94503
2020-09-27T08:00:00.00+05:30,total_confirmed_cases,5992532
2020-09-28T08:00:00.00+05:30,active_cases,962640
2020-09-28T08:00:00.00+05:30,cured,5016520
2020-09-28T08:00:00.00+05:30,death,95542
2020-09-28T08:00:00.00+05:30,total_confirmed_cases,6074702
2020-09-29T08:00:00.00+05:30,active_cases,947576
2020-09-29T08:00:00.00+05:30,cured,5101397
2020-09-29T08:00:00.00+05:30,death,96318
2020-09-29T08:00:00.00+05:30,total_confirmed_cases,6145291
2020-09-30T08:00:00.00+05:30,active_cases,940441
2020-09-30T08:00:00.00+05:30,cured,5187825
2020-09-30T08:00:00.00+05:30,death,97497
2020-09-30T08:00:00.00+05:30,total_confirmed_cases,6225763
2020-10-01T08:00:00.00+05:30,active_cases,940705
2020-10-01T08:00:00.00+05:30,cured,5273201
2020-10-01T08:00:00.00+05:30,death,98678
2020-10-01T08:00:00.00+05:30,total_confirmed_cases,6312584
2020-10-02T08:00:00.00+05:30,active_cases,942217
2020-10-02T08:00:00.00+05:30,cured,5352078
2020-10-02T08:00:00.00+05:30,death,99773
2020-10-02T08:00:00.00+05:30,total_confirmed_cases,6394068
2020-10-03T08:00:00.00+05:30,active_cases,944996
2020-10-03T08:00:00.00+05:30,cured,5427706
2020-10-03T08:00:00.00+05:30,death,100842
2020-10-03T08:00:00.00+05:30,total_confirmed_cases,6473544
2020-10-04T08:00:00.00+05:30,active_cases,937625
2020-10-04T08:00:00.00+05:30,cured,5509966
2020-10-04T08:00:00.00+05:30,death,101782
2020-10-04T08:00:00.00+05:30,total_confirmed_cases,6549373
2020-10-05T08:00:00.00+05:30,active_cases,934427
2020-10-05T08:00:00.00+05:30,cured,5586703
2020-10-05T08:00:00.00+05:30,death,102685
2020-10-05T08:00:00.00+05:30,total_confirmed_cases,6623815
2020-10-06T08:00:00.00+05:30,active_cases,919023
2020-10-06T08:00:00.00+05:30,cured,5662490
2020-10-06T08:00:00.00+05:30,death,103569
2020-10-06T08:00:00.00+05:30,total_confirmed_cases,6685082
2020-10-07T08:00:00.00+05:30,active_cases,907883
2020-10-07T08:00:00.00+05:30,cured,5744693
2020-10-07T08:00:00.00+05:30,death,104555
2020-10-07T08:00:00.00+05:30,total_confirmed_cases,6757131
2020-10-08T08:00:00.00+05:30,active_cases,902425
2020-10-08T08:00:00.00+05:30,cured,5827704
2020-10-08T08:00:00.00+05:30,death,105526
2020-10-08T08:00:00.00+05:30,total_confirmed_cases,6835655
2020-10-09T08:00:00.00+05:30,active_cases,893592
2020-10-09T08:00:00.00+05:30,cured,5906069
2020-10-09T08:00:00.00+05:30,death,106490
2020-10-09T08:00:00.00+05:30,total_confirmed_cases,6906151
2020-10-10T08:00:00.00+05:30,active_cases,883185
2020-10-10T08:00:00.00+05:30,cured,5988822
2020-10-10T08:00:00.00+05:30,death,107416
2020-10-10T08:00:00.00+05:30,total_confirmed_cases,6979423
2020-10-11T08:00:00.00+05:30,active_cases,867496
2020-10-11T08:00:00.00+05:30,cured,6077976
2020-10-11T08:00:00.00+05:30,death,108334
2020-10-11T08:00:00.00+05:30,total_confirmed_cases,7053806
2020-10-12T08:00:00.00+05:30,active_cases,861853
2020-10-12T08:00:00.00+05:30,cured,6149535
2020-10-12T08:00:00.00+05:30,death,109150
2020-10-12T08:00:00.00+05:30,total_confirmed_cases,7120538
2020-10-13T08:00:00.00+05:30,active_cases,838729
2020-10-13T08:00:00.00+05:30,cured,6227295
2020-10-13T08:00:00.00+05:30,death,109856
2020-10-13T08:00:00.00+05:30,total_confirmed_cases,7175880
2020-10-14T08:00:00.00+05:30,active_cases,826876
2020-10-14T08:00:00.00+05:30,cured,6301927
2020-10-14T08:00:00.00+05:30,death,110586
2020-10-14T08:00:00.00+05:30,total_confirmed_cases,7239389
2020-10-15T08:00:00.00+05:30,active_cases,812390
2020-10-15T08:00:00.00+05:30,cured,6383441
2020-10-15T08:00:00.00+05:30,death,111266
2020-10-15T08:00:00.00+05:30,total_confirmed_cases,7307097
2020-10-16T08:00:00.00+05:30,active_cases,804528
2020-10-16T08:00:00.00+05:30,cured,6453779
2020-10-16T08:00:00.00+05:30,death,112161
2020-10-16T08:00:00.00+05:30,total_confirmed_cases,7370468
2020-10-17T08:00:00.00+05:30,active_cases,795087
2020-10-17T08:00:00.00+05:30,cured,6524595
2020-10-17T08:00:00.00+05:30,death,112998
2020-10-17T08:00:00.00+05:30,total_confirmed_cases,7432680
2020-10-18T08:00:00.00+05:30,active_cases,783311
2020-10-18T08:00:00.00+05:30,cured,6597209
2020-10-18T08:00:00.00+05:30,death,114031
2020-10-18T08:00:00.00+05:30,total_confirmed_cases,7494551
2020-10-19T08:00:00.00+05:30,active_cases,772055
2020-10-19T08:00:00.00+05:30,cured,6663608
2020-10-19T08:00:00.00+05:30,death,114610
2020-10-19T08:00:00.00+05:30,total_confirmed_cases,7550273
2020-10-20T08:00:00.00+05:30,active_cases,748538
2020-10-20T08:00:00.00+05:30,cured,6733328
2020-10-20T08:00:00.00+05:30,death,115197
2020-10-20T08:00:00.00+05:30,total_confirmed_cases,7597063
2020-10-21T08:00:00.00+05:30,active_cases,740089
2020-10-21T08:00:00.00+05:30,cured,6795103
2020-10-21T08:00:00.00+05:30,death,115914
2020-10-21T08:00:00.00+05:30,total_confirmed_cases,7651106
2020-10-22T08:00:00.00+05:30,active_cases,715812
2020-10-22T08:00:00.00+05:30,cured,6874518
2020-10-22T08:00:00.00+05:30,death,116616
2020-10-22T08:00:00.00+05:30,total_confirmed_cases,7706946
2020-10-23T08:00:00.00+05:30,active_cases,695509
2020-10-23T08:00:00.00+05:30,cured,6948497
2020-10-23T08:00:00.00+05:30,death,117306
2020-10-23T08:00:00.00+05:30,total_confirmed_cases,7761312
2020-10-24T08:00:00.00+05:30,active_cases,680680
2020-10-24T08:00:00.00+05:30,cured,7016046
2020-10-24T08:00:00.00+05:30,death,117956
2020-10-24T08:00:00.00+05:30,total_confirmed_cases,7814682
2020-10-25T08:00:00.00+05:30,active_cases,668154
2020-10-25T08:00:00.00+05:30,cured,7078123
2020-10-25T08:00:00.00+05:30,death,118534
2020-10-25T08:00:00.00+05:30,total_confirmed_cases,7864811
2020-10-26T08:00:00.00+05:30,active_cases,653717
2020-10-26T08:00:00.00+05:30,cured,7137228
2020-10-26T08:00:00.00+05:30,death,119014
2020-10-26T08:00:00.00+05:30,total_confirmed_cases,7909959
2020-10-27T08:00:00.00+05:30,active_cases,625857
2020-10-27T08:00:00.00+05:30,cured,7201070
2020-10-27T08:00:00.00+05:30,death,119502
2020-10-27T08:00:00.00+05:30,total_confirmed_cases,7946429
2020-10-28T08:00:00.00+05:30,active_cases,610803
2020-10-28T08:00:00.00+05:30,cured,7259509
2020-10-28T08:00:00.00+05:30,death,120010
2020-10-28T08:00:00.00+05:30,total_confirmed_cases,7990322
2020-10-29T08:00:00.00+05:30,active_cases,603687
2020-10-29T08:00:00.00+05:30,cured,7315989
2020-10-29T08:00:00.00+05:30,death,120527
2020-10-29T08:00:00.00+05:30,total_confirmed_cases,8040203
2020-10-30T08:00:00.00+05:30,active_cases,594386
2020-10-30T08:00:00.00+05:30,cured,7373375
2020-10-30T08:00:00.00+05:30,death,121090
2020-10-30T08:00:00.00+05:30,total_confirmed_cases,8088851
2020-10-31T08:00:00.00+05:30,active_cases,582649
2020-10-31T08:00:00.00+05:30,cured,7432829
2020-10-31T08:00:00.00+05:30,death,121641
2020-10-31T08:00:00.00+05:30,total_confirmed_cases,8137119
2020-11-01T08:00:00.00+05:30,active_cases,570458
2020-11-01T08:00:00.00+05:30,cured,7491513
2020-11-01T08:00:00.00+05:30,death,122111
2020-11-01T08:00:00.00+05:30,total_confirmed_cases,8184082
2020-11-02T08:00:00.00+05:30,active_cases,561908
2020-11-02T08:00:00.00+05:30,cured,7544798
2020-11-02T08:00:00.00+05:30,death,122607
2020-11-02T08:00:00.00+05:30,total_confirmed_cases,8229313
2020-11-03T08:00:00.00+05:30,active_cases,541405
2020-11-03T08:00:00.00+05:30,cured,7603121
2020-11-03T08:00:00.00+05:30,death,123097
2020-11-03T08:00:00.00+05:30,total_confirmed_cases,8267623
2020-11-04T08:00:00.00+05:30,active_cases,533787
2020-11-04T08:00:00.00+05:30,cured,7656478
2020-11-04T08:00:00.00+05:30,death,123611
2020-11-04T08:00:00.00+05:30,total_confirmed_cases,8313876
2020-11-05T08:00:00.00+05:30,active_cases,527962
2020-11-05T08:00:00.00+05:30,cured,7711809
2020-11-05T08:00:00.00+05:30,death,124315
2020-11-05T08:00:00.00+05:30,total_confirmed_cases,8364086
2020-11-06T08:00:00.00+05:30,active_cases,520773
2020-11-06T08:00:00.00+05:30,cured,7765966
2020-11-06T08:00:00.00+05:30,death,124985
2020-11-06T08:00:00.00+05:30,total_confirmed_cases,8411724
2020-11-07T08:00:00.00+05:30,active_cases,516632
2020-11-07T08:00:00.00+05:30,cured,7819886
2020-11-07T08:00:00.00+05:30,death,125562
2020-11-07T08:00:00.00+05:30,total_confirmed_cases,8462080
2020-11-08T08:00:00.00+05:30,active_cases,512665
2020-11-08T08:00:00.00+05:30,cured,7868968
2020-11-08T08:00:00.00+05:30,death,126121
2020-11-08T08:00:00.00+05:30,total_confirmed_cases,8507754
2020-11-09T08:00:00.00+05:30,active_cases,509673
2020-11-09T08:00:00.00+05:30,cured,7917373
2020-11-09T08:00:00.00+05:30,death,126611
2020-11-09T08:00:00.00+05:30,total_confirmed_cases,8553657
2020-11-10T08:00:00.00+05:30,active_cases,501214
2020-11-10T08:00:00.00+05:30,cured,7963457
2020-11-10T08:00:00.00+05:30,death,127059
2020-11-10T08:00:00.00+05:30,total_confirmed_cases,8591730
2020-11-11T08:00:00.00+05:30,active_cases,494657
2020-11-11T08:00:00.00+05:30,cured,8013783
2020-11-11T08:00:00.00+05:30,death,127571
2020-11-11T08:00:00.00+05:30,total_confirmed_cases,8636011
2020-11-12T08:00:00.00+05:30,active_cases,489294
2020-11-12T08:00:00.00+05:30,cured,8066501
2020-11-12T08:00:00.00+05:30,death,128121
2020-11-12T08:00:00.00+05:30,total_confirmed_cases,8683916
2020-11-13T08:00:00.00+05:30,active_cases,484547
2020-11-13T08:00:00.00+05:30,cured,8115580
2020-11-13T08:00:00.00+05:30,death,128668
2020-11-13T08:00:00.00+05:30,total_confirmed_cases,8728795
2020-11-14T08:00:00.00+05:30,active_cases,480719
2020-11-14T08:00:00.00+05:30,cured,8163572
2020-11-14T08:00:00.00+05:30,death,129188
2020-11-14T08:00:00.00+05:30,total_confirmed_cases,8773479
2020-11-15T08:00:00.00+05:30,active_cases,479216
2020-11-15T08:00:00.00+05:30,cured,8205728
2020-11-15T08:00:00.00+05:30,death,129635
2020-11-15T08:00:00.00+05:30,total_confirmed_cases,8814579
2020-11-16T08:00:00.00+05:30,active_cases,465478
2020-11-16T08:00:00.00+05:30,cured,8249579
2020-11-16T08:00:00.00+05:30,death,130070
2020-11-16T08:00:00.00+05:30,total_confirmed_cases,8845127
2020-11-17T08:00:00.00+05:30,active_cases,453401
2020-11-17T08:00:00.00+05:30,cured,8290370
2020-11-17T08:00:00.00+05:30,death,130519
2020-11-17T08:00:00.00+05:30,total_confirmed_cases,8874290
2020-11-18T08:00:00.00+05:30,active_cases,446805
2020-11-18T08:00:00.00+05:30,cured,8335109
2020-11-18T08:00:00.00+05:30,death,130993
2020-11-18T08:00:00.00+05:30,total_confirmed_cases,8912907
2020-11-19T08:00:00.00+05:30,active_cases,443303
2020-11-19T08:00:00.00+05:30,cured,8383602
2020-11-19T08:00:00.00+05:30,death,131578
2020-11-19T08:00:00.00+05:30,total_confirmed_cases,8958483
2020-11-20T08:00:00.00+05:30,active_cases,443794
2020-11-20T08:00:00.00+05:30,cured,8428409
2020-11-20T08:00:00.00+05:30,death,132162
2020-11-20T08:00:00.00+05:30,total_confirmed_cases,9004365
2020-11-21T08:00:00.00+05:30,active_cases,439747
2020-11-21T08:00:00.00+05:30,cured,8478124
2020-11-21T08:00:00.00+05:30,death,132726
2020-11-21T08:00:00.00+05:30,total_confirmed_cases,9050597
2020-11-22T08:00:00.00+05:30,active_cases,440962
2020-11-22T08:00:00.00+05:30,cured,8521617
2020-11-22T08:00:00.00+05:30,death,133227
2020-11-22T08:00:00.00+05:30,total_confirmed_cases,9095806
2020-11-23T08:00:00.00+05:30,active_cases,443486
2020-11-23T08:00:00.00+05:30,cured,8562641
2020-11-23T08:00:00.00+05:30,death,133738
2020-11-23T08:00:00.00+05:30,total_confirmed_cases,9139865
2020-11-24T08:00:00.00+05:30,active_cases,438667
2020-11-24T08:00:00.00+05:30,cured,8604955
2020-11-24T08:00:00.00+05:30,death,134218
2020-11-24T08:00:00.00+05:30,total_confirmed_cases,9177840
2020-11-25T08:00:00.00+05:30,active_cases,444746
2020-11-25T08:00:00.00+05:30,cured,8642771
2020-11-25T08:00:00.00+05:30,death,134699
2020-11-25T08:00:00.00+05:30,total_confirmed_cases,9222216
2020-11-26T08:00:00.00+05:30,active_cases,452344
2020-11-26T08:00:00.00+05:30,cured,8679138
2020-11-26T08:00:00.00+05:30,death,135223
2020-11-26T08:00:00.00+05:30,total_confirmed_cases,9266705
2020-11-27T08:00:00.00+05:30,active_cases,455555
2020-11-27T08:00:00.00+05:30,cured,8718517
2020-11-27T08:00:00.00+05:30,death,135715
2020-11-27T08:00:00.00+05:30,total_confirmed_cases,9309787
2020-11-28T08:00:00.00+05:30,active_cases,454940
2020-11-28T08:00:00.00+05:30,cured,8759969
2020-11-28T08:00:00.00+05:30,death,136200
2020-11-28T08:00:00.00+05:30,total_confirmed_cases,9351109
2020-11-29T08:00:00.00+05:30,active_cases,453956
2020-11-29T08:00:00.00+05:30,cured,8802267
2020-11-29T08:00:00.00+05:30,death,136696
2020-11-29T08:00:00.00+05:30,total_confirmed_cases,9392919
2020-11-30T08:00:00.00+05:30,active_cases,446952
2020-11-30T08:00:00.00+05:30,cured,8847600
2020-11-30T08:00:00.00+05:30,death,137139
2020-11-30T08:00:00.00+05:30,total_confirmed_cases,9431691
2020-12-01T08:00:00.00+05:30,active_cases,435603
2020-12-01T08:00:00.00+05:30,cured,8889585
2020-12-01T08:00:00.00+05:30,death,137621
2020-12-01T08:00:00.00+05:30,total_confirmed_cases,9462809
2020-12-02T08:00:00.00+05:30,active_cases,428644
2020-12-02T08:00:00.00+05:30,cured,8932647
2020-12-02T08:00:00.00+05:30,death,138122
2020-12-02T08:00:00.00+05:30,total_confirmed_cases,9499413
2020-12-03T08:00:00.00+05:30,active_cases,422943
2020-12-03T08:00:00.00+05:30,cured,8973373
2020-12-03T08:00:00.00+05:30,death,138648
2020-12-03T08:00:00.00+05:30,total_confirmed_cases,9534964
2020-12-04T08:00:00.00+05:30,active_cases,416082
2020-12-04T08:00:00.00+05:30,cured,9016289
2020-12-04T08:00:00.00+05:30,death,139188
2020-12-04T08:00:00.00+05:30,total_confirmed_cases,9571559
2020-12-05T08:00:00.00+05:30,active_cases,409689
2020-12-05T08:00:00.00+05:30,cured,9058822
2020-12-05T08:00:00.00+05:30,death,139700
2020-12-05T08:00:00.00+05:30,total_confirmed_cases,9608211
2020-12-06T08:00:00.00+05:30,active_cases,403248
2020-12-06T08:00:00.00+05:30,cured,9100792
2020-12-06T08:00:00.00+05:30,death,140182
2020-12-06T08:00:00.00+05:30,total_confirmed_cases,9644222
2020-12-07T08:00:00.00+05:30,active_cases,396729
2020-12-07T08:00:00.00+05:30,cured,9139901
2020-12-07T08:00:00.00+05:30,death,140573
2020-12-07T08:00:00.00+05:30,total_confirmed_cases,9677203
2020-12-08T08:00:00.00+05:30,active_cases,383866
2020-12-08T08:00:00.00+05:30,cured,9178946
2020-12-08T08:00:00.00+05:30,death,140958
2020-12-08T08:00:00.00+05:30,total_confirmed_cases,9703770
2020-12-09T08:00:00.00+05:30,active_cases,378909
2020-12-09T08:00:00.00+05:30,cured,9215581
2020-12-09T08:00:00.00+05:30,death,141360
2020-12-09T08:00:00.00+05:30,total_confirmed_cases,9735850
2020-12-10T08:00:00.00+05:30,active_cases,372293
2020-12-10T08:00:00.00+05:30,cured,9253306
2020-12-10T08:00:00.00+05:30,death,141772
2020-12-10T08:00:00.00+05:30,total_confirmed_cases,9767371
2020-12-11T08:00:00.00+05:30,active_cases,363749
2020-12-11T08:00:00.00+05:30,cured,9290834
2020-12-11T08:00:00.00+05:30,death,142186
2020-12-11T08:00:00.00+05:30,total_confirmed_cases,9796769
2020-12-12T08:00:00.00+05:30,active_cases,359819
2020-12-12T08:00:00.00+05:30,cured,9324328
2020-12-12T08:00:00.00+05:30,death,142628
2020-12-12T08:00:00.00+05:30,total_confirmed_cases,9826775
2020-12-13T08:00:00.00+05:30,active_cases,356546
2020-12-13T08:00:00.00+05:30,cured,9357464
2020-12-13T08:00:00.00+05:30,death,143019
2020-12-13T08:00:00.00+05:30,total_confirmed_cases,9857029
2020-12-14T08:00:00.00+05:30,active_cases,352586
2020-12-14T08:00:00.00+05:30,cured,9388159
2020-12-14T08:00:00.00+05:30,death,143355
2020-12-14T08:00:00.00+05:30,total_confirmed_cases,9884100
2020-12-15T08:00:00.00+05:30,active_cases,339820
2020-12-15T08:00:00.00+05:30,cured,9422636
2020-12-15T08:00:00.00+05:30,death,143709
2020-12-15T08:00:00.00+05:30,total_confirmed_cases,9906165
2020-12-16T08:00:00.00+05:30,active_cases,332002
2020-12-16T08:00:00.00+05:30,cured,9456449
2020-12-16T08:00:00.00+05:30,death,144096
2020-12-16T08:00:00.00+05:30,total_confirmed_cases,9932547
2020-12-17T08:00:00.00+05:30,active_cases,322366
2020-12-17T08:00:00.00+05:30,cured,9489740
2020-12-17T08:00:00.00+05:30,death,144451
2020-12-17T08:00:00.00+05:30,total_confirmed_cases,9956557
2020-12-18T08:00:00.00+05:30,active_cases,313831
2020-12-18T08:00:00.00+05:30,cured,9520827
2020-12-18T08:00:00.00+05:30,death,144789
2020-12-18T08:00:00.00+05:30,total_confirmed_cases,9979447
2020-12-19T08:00:00.00+05:30,active_cases,308751
2020-12-19T08:00:00.00+05:30,cured,9550712
2020-12-19T08:00:00.00+05:30,death,145136
2020-12-19T08:00:00.00+05:30,total_confirmed_cases,10004599
2020-12-20T08:00:00.00+05:30,active_cases,305344
2020-12-20T08:00:00.00+05:30,cured,9580402
2020-12-20T08:00:00.00+05:30,death,145477
2020-12-20T08:00:00.00+05:30,total_confirmed_cases,10031223
2020-12-21T08:00:00.00+05:30,active_cases,303639
2020-12-21T08:00:00.00+05:30,cured,9606111
2020-12-21T08:00:00.00+05:30,death,145810
2020-12-21T08:00:00.00+05:30,total_confirmed_cases,10055560
2020-12-22T08:00:00.00+05:30,active_cases,292518
2020-12-22T08:00:00.00+05:30,cured,9636487
2020-12-22T08:00:00.00+05:30,death,146111
2020-12-22T08:00:00.00+05:30,total_confirmed_cases,10075116
2020-12-23T08:00:00.00+05:30,active_cases,289240
2020-12-23T08:00:00.00+05:30,cured,9663382
2020-12-23T08:00:00.00+05:30,death,146444
2020-12-23T08:00:00.00+05:30,total_confirmed_cases,10099066
2020-12-24T08:00:00.00+05:30,active_cases,283849
2020-12-24T08:00:00.00+05:30,cured,9693173
2020-12-24T08:00:00.00+05:30,death,146756
2020-12-24T08:00:00.00+05:30,total_confirmed_cases,10123778
2020-12-25T08:00:00.00+05:30,active_cases,281919
2020-12-25T08:00:00.00+05:30,cured,9717834
2020-12-25T08:00:00.00+05:30,death,147092
2020-12-25T08:00:00.00+05:30,total_confirmed_cases,10146845
2020-12-26T08:00:00.00+05:30,active_cases,281667
2020-12-26T08:00:00.00+05:30,cured,9740108
2020-12-26T08:00:00.00+05:30,death,147343
2020-12-26T08:00:00.00+05:30,total_confirmed_cases,10169118
2020-12-27T08:00:00.00+05:30,active_cases,278690
2020-12-27T08:00:00.00+05:30,cured,9761538
2020-12-27T08:00:00.00+05:30,death,147622
2020-12-27T08:00:00.00+05:30,total_confirmed_cases,10187850
2020-12-28T08:00:00.00+05:30,active_cases,277301
2020-12-28T08:00:00.00+05:30,cured,9782669
2020-12-28T08:00:00.00+05:30,death,147901
2020-12-28T08:00:00.00+05:30,total_confirmed_cases,10207871
2020-12-29T08:00:00.00+05:30,active_cases,268581
2020-12-29T08:00:00.00+05:30,cured,9807569
2020-12-29T08:00:00.00+05:30,death,148153
2020-12-29T08:00:00.00+05:30,total_confirmed_cases,10224303
2020-12-30T08:00:00.00+05:30,active_cases,262272
2020-12-30T08:00:00.00+05:30,cured,9834141
2020-12-30T08:00:00.00+05:30,death,148439
2020-12-30T08:00:00.00+05:30,total_confirmed_cases,10244852
2020-12-31T08:00:00.00+05:30,active_cases,257656
2020-12-31T08:00:00.00+05:30,cured,9860280
2020-12-31T08:00:00.00+05:30,death,148738
2020-12-31T08:00:00.00+05:30,total_confirmed_cases,10266674
2021-01-01T08:00:00.00+05:30,active_cases,254254
2021-01-01T08:00:00.00+05:30,cured,9883461
2021-01-01T08:00:00.00+05:30,death,148994
2021-01-01T08:00:00.00+05:30,total_confirmed_cases,10286709
2021-01-02T08:00:00.00+05:30,active_cases,250183
2021-01-02T08:00:00.00+05:30,cured,9906387
2021-01-02T08:00:00.00+05:30,death,149218
2021-01-02T08:00:00.00+05:30,total_confirmed_cases,10305788
2021-01-03T08:00:00.00+05:30,active_cases,247220
2021-01-03T08:00:00.00+05:30,cured,9927310
2021-01-03T08:00:00.00+05:30,death,149435
2021-01-03T08:00:00.00+05:30,total_confirmed_cases,10323965
2021-01-04T08:00:00.00+05:30,active_cases,243953
2021-01-04T08:00:00.00+05:30,cured,9946867
2021-01-04T08:00:00.00+05:30,death,149649
2021-01-04T08:00:00.00+05:30,total_confirmed_cases,10340469
2021-01-05T08:00:00.00+05:30,active_cases,231036
2021-01-05T08:00:00.00+05:30,cured,9975958
2021-01-05T08:00:00.00+05:30,death,149850
2021-01-05T08:00:00.00+05:30,total_confirmed_cases,10356844
2021-01-06T08:00:00.00+05:30,active_cases,227546
2021-01-06T08:00:00.00+05:30,cured,9997272
2021-01-06T08:00:00.00+05:30,death,150114
2021-01-06T08:00:00.00+05:30,total_confirmed_cases,10374932
2021-01-07T08:00:00.00+05:30,active_cases,228083
2021-01-07T08:00:00.00+05:30,cured,10016859
2021-01-07T08:00:00.00+05:30,death,150336
2021-01-07T08:00:00.00+05:30,total_confirmed_cases,10395278
2021-01-08T08:00:00.00+05:30,active_cases,225449
2021-01-08T08:00:00.00+05:30,cured,10037398
2021-01-08T08:00:00.00+05:30,death,150570
2021-01-08T08:00:00.00+05:30,total_confirmed_cases,10413417
2021-01-09T08:00:00.00+05:30,active_cases,224190
2021-01-09T08:00:00.00+05:30,cured,10056651
2021-01-09T08:00:00.00+05:30,death,150798
2021-01-09T08:00:00.00+05:30,total_confirmed_cases,10431639
